campaign	episodic_scripting	set_camera_minimum_height	(height: number)		Sets a minimum height for the camera.
campaign	episodic_scripting	set_camera_position	(x: number, y: number, d: number, b: number, h: number)		Repositions the camera to the specified co-ordinates.
campaign	episodic_scripting	set_caravan_auto_path	(caravan: caravan, target: route_position)	boolean	Set the path of a caravan, auto-generating the best route to avoid banditry. A boolean value indicating whether the path was successfully set is returned.
campaign	episodic_scripting	set_caravan_cargo	(caravan: caravan, cargo: number)	number	Set the cargo value of a caravan. The new cargo value that was set is returned - this can be different to the value passed in to this function if that value was out of bounds.
campaign	episodic_scripting	set_caravan_path	(caravan: caravan, path_destination: route_path)	boolean	Set the path of a caravan. A boolean value indicating whether the path was successfully set is returned.
campaign	episodic_scripting	set_character_cannot_disband	(character: CHARACTER_SCRIPT_INTERFACE, stop_disbanding: boolean)		Sets whether the provided character can disband or not.
campaign	episodic_scripting	set_character_excluded_from_trespassing	(character: CHARACTER_SCRIPT_INTERFACE, excluded: boolean)		Sets a character to be excluded from trespassing calculations or not.
campaign	episodic_scripting	set_character_experience_disabled	(disable: boolean)		Disables or re-enables characters gaining experience across the whole campaign. This restriction is saved into the savegame, so only needs to be set once.
campaign	episodic_scripting	set_character_immortality	(character_lookup: string, is_immortal: boolean)		Sets whether the specified character can die or not.
campaign	episodic_scripting	set_character_observation_options_for_allies	(observation_options: observation_options)		Sets character observation options for all allies. The observation_options may be retrieved by calling observation_options_for_allies on a world interface, and calling functions on it to customise view options before passing it back to this function.
campaign	episodic_scripting	set_character_observation_options_for_enemies	(observation_options: observation_options)		Sets character observation options for all enemies. The observation_options may be retrieved by calling observation_options_for_enemies on a world interface, and calling functions on it to customise view options before passing it back to this function.
campaign	episodic_scripting	set_character_observation_options_for_faction	(subject_faction: FACTION_SCRIPT_INTERFACE, observation_options: observation_options)		Sets character observation options for a specific faction. The observation_options may be retrieved by calling observation_options_for_faction on a world interface, and calling functions on it to customise view options before passing it back to this function.
campaign	episodic_scripting	set_character_observation_options_for_neutrals	(observation_options: observation_options)		Sets character observation options for all neutral factions. The observation_options may be retrieved by calling observation_options_for_neutrals on a world interface, and calling functions on it to customise view options before passing it back to this functio...
campaign	episodic_scripting	set_character_path_traversal_speed_multiplier	(character: CHARACTER_SCRIPT_INTERFACE, multiplier: number)		
campaign	episodic_scripting	set_character_unique	(character_lookup: string, is_unique: boolean)		Sets whether the specified character is unique or not. This affects several aspects about how the game might treat that character such as when they might be available to recruit.
campaign	episodic_scripting	set_event_generation_enabled	(enable: boolean)		Enables or disables random event generation by the campaign director system.
campaign	episodic_scripting	set_faction_max_primary_cooking_ingredients	(faction: FACTION_SCRIPT_INTERFACE, max_ingredients: number)		Sets the maximum number of primary ingredients that the specified faction may cook with. This value is clamped between 0 and 10.
campaign	episodic_scripting	set_faction_max_secondary_cooking_ingredients	(faction: FACTION_SCRIPT_INTERFACE, max_ingredients: number)		Sets the maximum number of secondary ingredients that the specified faction may cook with. This value is clamped between 0 and 10.
campaign	episodic_scripting	set_force_has_retreated_this_turn	(military_force: MILITARY_FORCE_SCRIPT_INTERFACE)		Sets a military force so that it behaves as if it's already retreated from battle this turn.
campaign	episodic_scripting	set_global_vo_argument	(state_group: string, state: string)		Sets a VO state that can be used to alter what VO will play.
campaign	episodic_scripting	set_imperium_level_change_disabled	(disable: boolean)		Disables or re-enables imperium level changes across the whole campaign.
campaign	episodic_scripting	set_liberation_options_disabled	(disable: boolean)		Disables or re-enables post-battle liberation options for the player.
campaign	episodic_scripting	set_loading_screen_id	(loading_screen_id: string)	observation_options_for_faction, observation_options_for_allies, observation_options_for_enemies, observation_options_for_neutrals	Sets a custom loading screen layout, altering the loading screen that is used to load out of this campaign into battle. The supplied argument should be the filename of a json file found in data\UI\loading_ui\dynamic_loading_screen_data.
campaign	episodic_scripting	set_military_force_plague	(military_force: MILITARY_FORCE_SCRIPT_INTERFACE, plague_key: string)		Sets the plague on a military force.
campaign	episodic_scripting	set_multi_region_caravan_banditry	(regions: table, banditry_value: number)		Set the banditry value for multiple regions, supplied as region_data objects in a lua table.
campaign	episodic_scripting	set_multi_turn_movement_enabled	(should_enable: boolean)		Globally enable or disable multiturn movement. If disabled, characters will only be able to walk to the extents allowed by their remaining action points.
campaign	episodic_scripting	set_music_paused	(pause: boolean)		Pauses or unpauses any playing music.
campaign	episodic_scripting	set_next_winds_of_magic_compass_selection_cooldown	(faction: FACTION_SCRIPT_INTERFACE, turns: number)		Sets the cooldown in turns before the compass heading may be changed for the specified faction.
